941;"7B";"HDU";"SP";"HA2";1;1;;
941;"7B";"HDU";"SP";"HA2";1;2;;
941;"7B";"HDU";"EIS";"EIS";1;1;;
941;"7B";"HDU";"EIS";"EIS";1;2;;
229;"5A";"SCA";"BI";"A35";1;6;;
229;"5A";"SCA";"BI";"A35";4;5;;
230;"5B";"MOS";"BI";"A31";4;1;;
230;"5B";"MOS";"BI";"A31";4;2;;
231;"5C";"KRM";"BI";"A33";1;1;;
231;"5C";"KRM";"BI";"A33";1;2;;
232;"5D";"LBR";"BI";"A32";1;1;;
232;"5D";"LBR";"BI";"A32";3;6;;
991;"5A";"SLT";"E5";"A35";3;1;;
233;"5A";;"E5";"A35";4;3;;
233;"5A";;"E5";"A35";4;4;;
233;"5A";;"E5";"A35";5;1;;
234;"5B";"HTZ";"E5";"A31";1;1;;
234;"5B";"HTZ";"E5";"A31";2;4;;
234;"5B";"HTZ";"E5";"A31";2;5;;
234;"5B";"HTZ";"E5";"A31";3;3;;
235;"5C";"GNC";"E5";"A33";2;2;;
235;"5C";"GNC";"E5";"A33";3;6;;
235;"5C";"GNC";"E5";"A33";5;4;;
235;"5C";"GNC";"E5";"A33";5;5;;
236;"5D";"AGR";"E5";"A32";3;1;;
236;"5D";"AGR";"E5";"A32";3;2;;
236;"5D";"AGR";"E5";"A32";4;1;;
236;"5D";"AGR";"E5";"A32";5;5;;
237;"5A";"PET";"M";"A35";1;1;;
237;"5A";"PET";"M";"A35";1;2;;
237;"5A";"PET";"M";"A35";3;2;;
237;"5A";"PET";"M";"A35";4;6;;
238;"5B";"HOE";"M";"A31";1;6;;
238;"5B";"HOE";"M";"A31";2;3;;
238;"5B";"HOE";"M";"A31";3;4;;
238;"5B";"HOE";"M";"A31";3;5;;
989;"5C";;"M";"A33";4;3;;
989;"5C";;"M";"A33";5;6;;
239;"5C";"LIN";"M";"A33";1;5;;
239;"5C";"LIN";"M";"A33";2;3;;
240;"5D";"BG";"M";"A32";3;3;;
240;"5D";"BG";"M";"A32";3;4;;
240;"5D";"BG";"M";"A32";4;5;;
240;"5D";"BG";"M";"A32";5;1;;
241;"5A";"LAB";"MU";"A35";3;5;;
241;"5A";"LAB";"MU";"D12";5;4;;
242;"5B";"LAB";"MU";"HA6";1;2;;
242;"5B";"LAB";"MU";"A31";5;5;;
243;"5C";"MW";"MU";"D12";2;1;;
243;"5C";"MW";"MU";"HA6";3;5;;
244;"5D";"PB";"MU";"HA6";2;5;;
244;"5D";"PB";"MU";"HA6";2;6;;
245;"5A";;"SP";"HA2";4;1;;
245;"5A";;"SP";"HA2";4;2;;
246;"5B";"WIS";"SP";"HA4";4;3;;
246;"5B";"WIS";"SP";"HA4";4;4;;
247;"5C";"HPT";"SP";"HA2";4;5;;
247;"5C";"HPT";"SP";"HA2";4;6;;
957;"5D";"RCH";"SP";"HA2";4;3;;
248;"5D";"REN";"SP";"HA2";4;4;;
249;"5C";"HPT";"SN";"BAD";1;3;;
249;"5C";"HPT";"SN";"BAD";1;4;;
249;"5C";"HPT";"SP";;1;3;;
249;"5C";"HPT";"SP";;1;4;;
250;"5D";"REN";"SN";"BAD";1;4;;
250;"5D";"REN";"SN";"BAD";1;5;;
250;"5D";"REN";"SP";;1;4;;
250;"5D";"REN";"SP";;1;5;;
251;"5B";"KER";"SN";"BAD";1;3;;
251;"5B";"KER";"SN";"BAD";1;4;;
251;"5B";"KER";"SP";;1;3;;
251;"5B";"KER";"SP";;1;4;;
252;"5A";"SCA";"FOE5";"A35";3;6;;
252;"5A";"SCA";"FOE5";"A35";5;6;;
252;"5A";"PET";"FOE5";"A35";3;6;;
252;"5A";"PET";"FOE5";"A35";5;6;;
253;"5A";"GLH";"EK";"A35";2;1;;
253;"5A";"GLH";"EK";"A35";2;2;;
254;"5B";"BOH";"EK";"A31";2;6;;
254;"5B";"BOH";"EK";"A31";5;4;;
255;"5C";"AL";"EK";"A33";4;1;;
255;"5C";"AL";"EK";"A33";4;2;;
256;"5D";"GLH";"EK";"A32";1;6;;
256;"5D";"GLH";"EK";"A32";5;4;;
257;"5A";"SCA";"D";"A35";1;3;;
257;"5A";"SCA";"D";"A35";3;3;;
257;"5A";"SCA";"D";"A35";3;4;;
257;"5A";"SCA";"D";"A35";5;5;;
258;"5B";"HTZ";"D";"A31";2;1;;
258;"5B";"HTZ";"D";"A31";2;2;;
258;"5B";"HTZ";"D";"A31";3;6;;
258;"5B";"HTZ";"D";"A31";5;1;;
259;"5C";"ME";"D";"A33";2;5;;
259;"5C";"ME";"D";"A33";2;6;;
259;"5C";"ME";"D";"A33";3;1;;
259;"5C";"ME";"D";"A33";5;1;;
260;"5D";"GW";"D";"A32";1;2;;
260;"5D";"GW";"D";"A32";1;3;;
260;"5D";"GW";"D";"A32";3;5;;
260;"5D";"GW";"D";"A32";4;2;;
261;"5A";"MOS";"KU";"A35";2;5;;
261;"5A";"MOS";"KU";"A35";2;6;;
262;"5B";"MAR";"KU";"A31";3;1;;
262;"5B";"MAR";"KU";"A31";3;2;;
263;"5C";"WLD";"KU";"A33";3;3;;
263;"5C";"WLD";"KU";"A33";3;4;;
264;"5D";"MOS";"KU";"A32";2;1;;
264;"5D";"MOS";"KU";"A32";2;2;;
265;"5A";"NIK";"REL";"A35";2;3;;
265;"5A";"NIK";"REL";"A35";2;4;;
266;"5B";"SCH";"REL";"A31";4;5;;
266;"5B";"SCH";"REL";"A31";4;6;;
267;"5C";"NIK";"REL";"A33";3;2;;
267;"5C";"NIK";"REL";"A33";4;4;;
268;"5D";"GW";"REL";"A32";2;3;;
268;"5D";"GW";"REL";"A32";2;4;;
269;"7A";"LA";"ER";"A13";1;6;;
269;"7A";"LA";"ER";"A13";4;3;;
269;"7B";"LA";"ER";"A13";1;6;;
269;"7B";"LA";"ER";"A13";4;3;;
269;"7C";"LA";"ER";"A13";1;6;;
269;"7C";"LA";"ER";"A13";4;3;;
269;"7D";"LA";"ER";"A13";1;6;;
269;"7D";"LA";"ER";"A13";4;3;;
269;"7A";"NIK";"PP";"A12";1;6;;
269;"7A";"NIK";"PP";"A12";4;3;;
269;"7B";"NIK";"PP";"A12";1;6;;
269;"7B";"NIK";"PP";"A12";4;3;;
269;"7C";"RI";"PP";"A16";1;6;;
269;"7C";"RI";"PP";"A36";4;3;;
269;"7D";"RI";"PP";"A16";1;6;;
269;"7D";"RI";"PP";"A36";4;3;;
269;"7A";"GW";"KR";"A14";1;6;;
269;"7A";"GW";"KR";"A14";4;3;;
269;"7B";"GW";"KR";"A14";1;6;;
269;"7B";"GW";"KR";"A14";4;3;;
269;"7C";"SU";"KR";"A11";1;6;;
269;"7C";"SU";"KR";"A11";4;3;;
269;"7D";"SU";"KR";"A11";1;6;;
269;"7D";"SU";"KR";"A11";4;3;;
270;"9A";"KRO";"L6";"A17";1;6;;
270;"9A";"KRO";"L6";"D11";4;3;;
270;"9A";"KRO";"L6";"D11";4;4;;
270;"9B";"KRO";"L6";"A17";1;6;;
270;"9B";"KRO";"L6";"D11";4;3;;
270;"9B";"KRO";"L6";"D11";4;4;;
270;"9A";"AL";"L6";"B05";1;6;;
270;"9A";"AL";"L6";"B05";4;3;;
270;"9A";"AL";"L6";"B05";4;4;;
270;"9B";"AL";"L6";"B05";1;6;;
270;"9B";"AL";"L6";"B05";4;3;;
270;"9B";"AL";"L6";"B05";4;4;;
270;"9B";"AUG";"F6";"B07";1;6;;
270;"9B";"AUG";"F6";"B07";4;3;;
270;"9B";"AUG";"F6";"B07";4;4;;
271;"9D";"AUG";"F6";"B01";2;5;;
271;"9D";"AUG";"F6";"B01";2;6;;
271;"9D";"AUG";"F6";"B01";3;6;;
272;"5B";"HTZ";"FOE5";"A31";1;5;;
272;"5B";"HTZ";"FOE5";"A31";5;6;;
272;"5B";"HOE";"FOE5";"A31";1;5;;
272;"5B";"HOE";"FOE5";"A31";5;6;;
274;"6C";"HIL";"KU";"A15";1;5;;
274;"6C";"HIL";"KU";"A15";1;6;;
275;"7D";"LNK";"CH";"H02";1;3;;
275;"7D";"LNK";"CH";"H02";1;4;;
276;"5A";"MAR";"LRS";"A32";3;7;;
276;"5B";"MAR";"LRS";"A32";3;7;;
276;"5C";"MAR";"LRS";"A32";3;7;;
276;"5D";"MAR";"LRS";"A32";3;7;;
